Date,Max(C1),Min(C2),Min(C3),IntegTY(M1),Min(M2)
2024/05/22	11:09:10,1020E-03,-40E-03,-50.4E-03,9.67101E-03,-76E-03
2024/05/22	11:10:48,1020E-03,-40E-03,-50.4E-03,9.68616E-03,-78E-03
