Date,Max(C1),Min(C2),Min(C3),IntegTY(M1),Min(M2)
2024/05/22	11:07:43,1.08E+00,-40E-03,-1270E-03,2.44321E-03,-0.135E+00
2024/05/22	11:08:00,1.08E+00,-40E-03,-1270E-03,2.44649E-03,-0.133E+00
2024/05/22	11:08:03,1.09E+00,-40E-03,-1270E-03,2.45155E-03,-0.128E+00
