Date,Max(C1),Min(C2),Min(C3),IntegTY(M1),Min(M2)
2024/05/22	11:23:19,1020E-03,-40E-03,-50.4E-03,9.67745E-03,-66E-03
2024/05/22	11:23:23,1020E-03,-40E-03,-50.4E-03,9.67370E-03,-66E-03
2024/05/22	11:23:27,1020E-03,-40E-03,-50.4E-03,9.67973E-03,-59E-03
