Date,Umax,Umin,Imax,Imin,Pmax,Pmin
2024/05/14	15:59:40,1030E-03,-30E-03,1250E-03,-1230E-03,713E-03,-1223E-03
2024/05/14	15:59:42,1030E-03,-30E-03,1250E-03,-1230E-03,805E-03,-1224E-03
