Date,Max(C1),Min(C2),Min(C3),IntegTY(M1),Min(M2)
2024/05/21	17:22:03,1020E-03,NAN,-1260E-03,NAN,NAN
2024/05/21	17:22:08,1020E-03,NAN,-1260E-03,NAN,NAN
