Date,Umax,Umin,Imax,Imin,Pmax,Pmin
2024/05/14	12:06:15,1030E-03,-30E-03,1250E-03,-1230E-03,1263E-03,-471E-03
2024/05/14	12:06:17,1030E-03,-30E-03,1250E-03,-1230E-03,66E-03,-1240E-03
