Date,Max(C2),Min(C3),Min(C4),IntegTY(M1),Min(M2)
2024/05/22	13:57:29,1030E-03,-1290E-03,-30E-03,-65.4480E-06,-0.33E+00
2024/05/22	13:57:54,1030E-03,-1290E-03,-30E-03,-60.5160E-06,-0.33E+00
2024/05/22	13:57:59,1030E-03,-1290E-03,-40E-03,-93.2580E-06,-0.33E+00
2024/05/22	13:58:04,1030E-03,-1290E-03,-30E-03,-70.7420E-06,-0.33E+00
