Date,Max(C1),Min(C2),Min(C3),IntegTY(M1),Min(M2)
2024/05/22	11:22:18,1020E-03,-40E-03,-50.4E-03,9.68832E-03,-66E-03
2024/05/22	11:22:21,1020E-03,-40E-03,-50.4E-03,9.69456E-03,-79E-03
2024/05/22	11:22:25,1020E-03,-40E-03,-50.4E-03,9.69215E-03,-76E-03
