Date,Max(C1),Min(C2),Min(C3),IntegTY(M1),Min(M2)
2024/05/22	11:10:24,1.08E+00,-40E-03,-1270E-03,2.45977E-03,-0.130E+00
2024/05/22	11:10:26,1.12E+00,-40E-03,-1270E-03,2.45363E-03,-0.125E+00
