Date,Umax,Umin,Imax,Imin,Pmax,Pmin
2024/05/14	13:39:46,1020E-03,-30E-03,1260E-03,-1230E-03,993E-03,-1243E-03
2024/05/14	13:39:49,1030E-03,-30E-03,1270E-03,-1240E-03,1195E-03,-1243E-03
2024/05/14	13:39:53,1030E-03,-50E-03,1270E-03,-1230E-03,1269E-03,-975E-03
