Date,Min(C2),Max(C3)
2024/05/22	13:58:24,-50E-03,1310E-03
2024/05/22	13:58:34,-50E-03,1310E-03
2024/05/22	13:58:38,-50E-03,1310E-03
2024/05/22	13:58:56,-50E-03,2550E-03
2024/05/22	13:59:09,-50E-03,1510E-03
2024/05/22	13:59:19,-50E-03,1750E-03
2024/05/22	13:59:33,-50E-03,830E-03
2024/05/22	14:02:20,-50E-03,830E-03
