Date,Umax,Umin,Imax,Imin,Pmax,Pmin
2024/05/14	11:58:14,1030E-03,-30E-03,1260E-03,-1230E-03,1179E-03,-1243E-03
2024/05/14	11:58:19,1030E-03,-30E-03,1250E-03,-1230E-03,1263E-03,-1218E-03
2024/05/14	11:58:26,1030E-03,-30E-03,1270E-03,-1230E-03,1276E-03,-969E-03
2024/05/14	11:58:35,1030E-03,-30E-03,1260E-03,-1230E-03,794E-03,-1241E-03
