Date,Umax,Umin,Imax,Imin,Pmax,Pmin
2024/05/14  12:03:27,1020E-03,-30E-03,1250E-03,-1230E-03,1261E-03,-1115E-03
2024/05/14  12:03:31,1020E-03,-30E-03,1250E-03,-1230E-03,1261E-03,-621E-03
