Date,Umax,Umin,Imax,Imin,Pmax,Pmin
2024/05/14	15:11:13,1030E-03,-30E-03,1250E-03,-1230E-03,1261E-03,-1219E-03
2024/05/14	15:11:16,1030E-03,-30E-03,1250E-03,-1220E-03,1229E-03,-1223E-03
2024/05/14	15:11:19,1020E-03,-30E-03,1250E-03,-1210E-03,938E-03,-1223E-03
