Date,Umax,Umin,Imax,Imin,Pmax,Pmin
2024/05/10	16:27:28,1030E-03,-30E-03,1260E-03,-1230E-03,1261E-03,-1238E-03
2024/05/10	16:27:32,1030E-03,-30E-03,1260E-03,-1230E-03,1259E-03,-1238E-03
